name,platform,release_date,summary,metascore,userscore
Worms Forts: Under Siege,PlayStation 2,"March 15, 2005","Worms Forts: Under Siege! puts players in command of a crack team of up to four fort-dwelling worms. Set in the cartoon environments that will be very familiar to Worms fans, players direct their worm garrison to construct defenses to maximize strategic advantages, expand castles, seize valuable victory locations and of course, build massively destructive weapons to eliminate their opponents' fortifications. Players can test their mettle in a single-player game by battling through the 20 missions, or they can take on up to four friends in the frenzy of destruction that is Fort vs. Fort mode. Massive weapons and massive destruction, including catapults, cannons, giant crossbows, bows and arrows, rocket launchers, air strikes, napalm... even nuclear strikes; For the first time in the history of the series, players can build their own castle, including towers, walls, citadels and keeps. Each building will offer unique special powers and weapons, and poor choices may leave players lagging in the arms race. [Acclaim]",63,7.9
Wrath Unleashed,PlayStation 2,"February 10, 2004","Mythological creatures from the dawn of time. Epic contests between darkness and light. Battles for domination of giant floating arenas. Welcome to the fantastic, deadly world of Wrath Unleashed. Part intense fighting-action. Part thought-provoking strategy. Pure vicious head-to-head mayhem. This unique action-strategy game pits up to four players and an array of all-powerful fantasy creatures against each other. And you'll need to unleash every bit of your wrath upon the world to win. [LucasArts]",64,6.0
Wreckless: The Yakuza Missions,PlayStation 2,"November 13, 2002","Drive your way through a total of 40 white-knuckle missions, featuring a variety of tough objectives in solo or 2-player mode. Unlock game-enhancing cheats as you go. Experience realistic driving physics as you maneuver 30 different cars through up-close-and-personal crashes with real-time deformation. [Activision]",60,tbd
X-Men Legends,PlayStation 2,"September 21, 2004","X-Men: Legends is the first game to capture the complete essence of the X-Men by allowing players to control multiple characters that fight together as a team. The game blends the best parts of the movies, comic books in a fantastic new adventure that allows the you to develop your specialized powers as you succeed through your missions. Penned by Man of Action, a studio of comic industry veterans, X-Men: Legends begins with the rescue of a young mutant and takes players through an engrossing plot that could unite mutant-kind, yet destroy the human race in the process. Along the way, players will be able to assemble their ideal X-Men crew from over 15 of the most popular characters from the last 40 years, including Wolverine™, Cyclops™, Storm™, Nightcrawler™, Colossus™, Gambit™ and Beast™, to name a few. However, before players load-up their squad with heavy hitters, they will have to take their foes' abilities into consideration as certain situations may benefit from the abilities of specific X-Men. While Cyclops' optic blasts and Colossus' immense strength are great for clearing a path through hordes of enemies, players can opt to bring Wolverine and Nightcrawler along on a stealth intensive mission to help circumvent detection devices. Once the action begins, players can take control of any member of their squad and even execute multi-character combinations such as the famous Wolverine/Colossus Fastball Special. As they progress through the game, characters will gain experience points that players can use to upgrade the X-Men's abilities and even learn new fighting styles. [Activision]",79,8.3
X-Men Legends II: Rise of Apocalypse,PlayStation 2,"September 20, 2005","X-Men Legends II: Rise of Apocalypse introduces the epic storyline of an uneasy alliance between the X-Men and the hated Brotherhood in a fight to reclaim Earth from Apocalypse's grasp. Gameplay enhancements include more than double the superpowers and customization capabilities, the debut of several new playable characters, over 100 diverse types of enemies, and a breathtaking range of exotic and real-world environments—from the Madri Temple to Egypt. [Activision]",82,7.8
X-Men Origins: Wolverine,PlayStation 2,"May 1, 2009",X-Men Origins: Wolverine is an action-adventure game based on the movie of the same name and will take you through and beyond the movie's storyline.,tbd,6.5
X-Men: Mutant Academy,PlayStation,"July 11, 2000","X-Men sticks close to the standard fighting game formula, and as a result, it manages to be fun for a short period of time.",75,7.6
X-Men: Mutant Academy 2,PlayStation,"September 17, 2001","Train with Professor X to unleash your super-powers and polish your combat skills. Master all-new, over-the-top moves-including aerial combat-as you fight through the ranks of mutants and prove you have what it takes to earn X-MEN status. Plus, get a behind-the-scenes look at X-MEN the Movie concept sketches, costumes and more!",72,8.3
X-Men: Next Dimension,PlayStation 2,"October 15, 2002","Next Dimension plunges players into a powerful enemy's plot to rid the world of mutants. Leaving traditional arena-based fighting games in its wake, X-MEN: Next Dimension is the only console fighter that carries epic superhero showdowns across expansive 3-D levels. Players fight as 24 different X-MEN characters through interactive environments replete with combat-induced damage. [Activision]",61,8.6
X-Men: The Official Game,PlayStation 2,"May 16, 2006","Master the power of the X-Men—Obliterate enemies and objects as Wolverine, using your lethal adamantium claws and crushing brute force. As Nightcrawler, scale walls, swing from rafters and teleport through environments to surprise enemies. Shoot ice bursts and create hailstorms as lightning-fast Iceman. For even more power, utilize fury and adrenaline modes. Become a part of the X-Men movie universe—Embark on a globe-spanning conflict featuring every element of the X-Men universe—from favorite villains to famous locations such as Alkali Lake, plus the voices and likenesses of key actors from the films. Battle fierce enemies, join forces with comrades—Face off against movie villains such as Pyro, Magneto and Sabretooth, plus added foes like legions of Sentinels. Storm, Colossus and Cyclops join forces with you in gameplay that includes melee fighting, stealth-style action and time-based missions. [Activision]",52,7.2
