name,platform,release_date,summary,metascore,userscore
Major League Baseball 2K10,PlayStation 3,"March 2, 2010","Work the corners - Based on each pitcher’s mechanics and official scouting reports, Total Control Pitching lets you put the ball exactly where you want it -- provided you keep a close eye on your pitch count. Work the count - With Total Control Hitting you can time your swing to hit for power, put the ball in play or take a defensive cut. Batter's Eye uses a hitter’s real-life eye rating to help you identify Fastballs, Breaking Balls and Off Speed pitches before they get to the plate. The best play like the best - True-to-Life Player Rating System, Signature Style and a new Motion Model ensure every pitch, swing, catch, throw, steal and slide looks and feels like you’re at the ballpark. Become a living legend - With My Player mode you can create a player, choose a team and then play your way into the Hall of Fame. [2K Sports]",74,5.3
Major League Baseball 2K11,PlayStation 2,"March 8, 2011",Major League Baseball 2K11 is the next iteration in the 2K baseball series.,tbd,tbd
Major League Baseball 2K11,PlayStation 3,"March 8, 2011",Major League Baseball 2K11 is the next iteration in the 2K baseball series.,72,6.3
Major League Baseball 2K12,PlayStation 3,"March 6, 2012",The longest running Major League Baseball franchise returns to the virtual diamond with MLB 2K12.,68,4.4
Major League Baseball 2K12,PlayStation 2,"March 6, 2012",The longest running Major League Baseball franchise returns to the virtual diamond with MLB 2K12.,tbd,tbd
Major League Baseball 2K5,PlayStation 2,"February 28, 2005","Major League Baseball 2K5 debuts On Command Baserunning, that includes active picture-in-picture baserunning, and new gameplay features called Maximum Sliding and Baseburner Mode. Active picture-in-picture baserunning delivers both an exciting presentation style and an intuitive method to precisely control runners. The new baserunning mechanic utilizes the right analog thumbstick to choose how baserunners slide -- head or feet first -- in conjunction with hook sliding left or right of the base. Players will be able to reach a base quicker, get up more quickly from a slide, or avoid being tagged out with the new freedom found in Maximum Sliding. Baseburner Mode allows the gamer to play any 'at-bat' through the perspective of any baserunner, delivering precision control to gamers. [2K Games]",82,7.4
Major League Baseball 2K5: World Series Edition,PlayStation 2,"October 18, 2005","Major League Baseball 2K5: World Series Edition brings new life to the 2005 season with updated rosters for the regular season and '05 All-Star teams, an exclusive World Series Edition DVD and the following new game modes: World Series Mode - Players experience the thrill of the game as they are given the opportunity to re-live or even re-write history. In the World Series Mode, gamers are invited to play some of the greatest World Series moments as they take on 10 of the most memorable World Series scenarios, including the '86 Mets, the Battle of the Bay and more. Pennant Fever Mode - Gamers take their favorite MLB franchise all the way to the World Series, no matter what their team's current place is in the race to the pennant. Team records are locked in to match the real-life '05 Pennant race.  [2K Games]",tbd,7.7
Major League Baseball 2K6,PlayStation 2,"April 3, 2006","As the exclusive and official Major League Baseball multi-platform video game, Major League Baseball 2K6 includes innovative features such as a new movement system and realistic player collisions on the infield and outfield. New broadcast elements include flashback replays, and a unique player morale system will unfold the drama like never before in a baseball video game. The World Baseball Classic is featured exclusively in Major League Baseball 2K6. [2K Sports]",70,5.2
Major League Baseball 2K7,PlayStation 2,"February 26, 2007","It's a whole new ballgame! Major League Baseball 2K7 redefines the pure baseball video game experience with true, Next-Gen details, all-new throwing mechanics and a revolutionary presentation system. Signature Style - Batting stances, waggles, home run celebrations, step-ins and step-outs bring each player to life. True Fielding – Fielder positioning, relay and cutoff A.I. has been redesigned to allow for better, more authentic Major League defensive play. Defensive alignments are now based on who is at the plate. Dynamic Throwing System - Responsive throwing mechanics coupled with unique animations for infield, outfield and situational throws brings your command of the ball to a new level. Inside Edge - Updated for the 2007 season, Inside Edge data is now tied into USER control at the plate. Playing into your pitcher's or hitter's strengths will now reward you with a boost in hitting power. [2K Sports]",71,tbd
Major League Baseball 2K7,PlayStation 3,"February 26, 2007","It's a whole new ballgame! Major League Baseball 2K7 redefines the pure baseball video game experience with true, Next-Gen details, all-new throwing mechanics and a revolutionary presentation system. Signature Style - Batting stances, waggles, home run celebrations, step-ins and step-outs bring each player to life. True Fielding – Fielder positioning, relay and cutoff A.I. has been redesigned to allow for better, more authentic Major League defensive play. Defensive alignments are now based on who is at the plate. Dynamic Throwing System - Responsive throwing mechanics coupled with unique animations for infield, outfield and situational throws brings your command of the ball to a new level. Inside Edge - Updated for the 2007 season, Inside Edge data is now tied into USER control at the plate. Playing into your pitcher's or hitter's strengths will now reward you with a boost in hitting power. [2K Sports]",74,4.7
Major League Baseball 2K8,PlayStation 2,"March 3, 2008","Although he is best known for his speed and base-stealing ability, the Mets' Jose Reyes is also one of the most well-rounded players in the game and is the first player in baseball history to have more than 63 steals, 120 runs, 192 hits, and 19 homers in a single season. Reyes led the Major League in 2006 with 17 triples and 64 stolen bases and set a new Mets club record with 104 hits at Shea Stadium. Also an avid video gamer and long time fan of 2K Sports’ products, All-Star Shortstop Jose Reyes is a natural fit as the official spokesperson for this year's edition of the critically acclaimed Major League Baseball 2K series. [2K Sports]",tbd,6.6
Major League Baseball 2K8,PlayStation 3,"March 3, 2008","Although he is best known for his speed and base-stealing ability, the Mets' Jose Reyes is also one of the most well-rounded players in the game and is the first player in baseball history to have more than 63 steals, 120 runs, 192 hits, and 19 homers in a single season. Reyes led the Major League in 2006 with 17 triples and 64 stolen bases and set a new Mets club record with 104 hits at Shea Stadium. Also an avid video gamer and long time fan of 2K Sports’ products, All-Star Shortstop Jose Reyes is a natural fit as the official spokesperson for this year's edition of the critically acclaimed Major League Baseball 2K series. [2K Sports]",67,5.6
